"X","Y","freq"
"benjamin f","brooks",2
"rep gabrielle","giffords",2
"tired old","gangster",2
"right to","gamble",2
"at the","waffle",2
"university of","arkansas",2
"and has","floated",2
"and ty","rattie",2
"forward nicolas","batum",2
"is not","psychotic",2
"take route","southbound",2
"chief ralph","godbee",2
"george washington","preparatory",2
"police chief","ralph",2
"stopped by","rinne",2
"teachers and","principals",2
"in a","countywide",2
"net price","calculators",2
"claim an","exemption",2
"howard and","glenelg",2
"laptops and","desktops",2
"must act","prudently",2
"the blowout","preventer",2
"has never","radically",2
"smoking a","hookah",2
"vista in","riverside",2
"they make","borani",2
"let me","emphasize",2
"the sookie","stackhouse",2
"and bob","costas",2
"in suicide","bombings",2
"of a","scorer",2
"refused to","testify",2
"s el","molino",2
"sex was","consensual",2
"that the","dep",2
"volunteers and","donations",2
"a foot","birdie",2
"at for","gigabytes",2
"coach erik","spoelstra",2
"heat coach","erik",2
"reckless and","foolish",2
"gross profit","margins",2
"of a","nationwide",2
"scratching the","itch",2
"the and","relays",2
"dogs or","kittens",2
"have been","tightened",2
"they will","recoup",2
"to the","embarcadero",2
"cornerback morris","claiborne",2
"in the","welding",2
"lsu cornerback","morris",2
"scraped and","scraped",2
"secretary ray","lahood",2
"an economic","lightweight",2
"has been","neglected",2
"had suffered","concussions",2
"why the","andre",2
"can be","attributed",2
"of all","faiths",2
"plateau de","beille",2
"the butterfly","funhouse",2
"the caped","crusader",2
"by the","dotcom",2
"five caliber","handguns",2
"options and","restricted",2
"and bill","rusnack",2
"i am","encouraging",2
"the des","peres",2
"charles and","marilyn",2
"i was","picky",2
"the bone","spur",2
"flights were","cancelled",2
"number of","references",2
"way he","skated",2
"at the","piggly",2
"death and","transfiguration",2
"place a","clove",2
"the piggly","wiggly",2
"and coach","vitt",2
"from the","drbc",2
"that fajardo","santos",2
"to an","affidavit",2
"as chief","curator",2
"grooms and","groomsmen",2
"as an","outpatient",2
"the same","mindset",2
"will be","reimbursed",2
"butter and","shortening",2
"in the","ensuing",2
"what the","scwd",2
"and the","fob",2
"berra of","crestwood",2
"c wells","encarnacion",2
"of the","attendees",2
"pass from","albrandt",2
"percent of","utahns",2
"puffs and","doughnut",2
"and andrew","bynum",2
"owner of","eastpoint",2
"year scored","proficient",2
"ms hayes","beaty",2
"rear seat","cushion",2
"the golden","nugget",2
"adam and","mari",2
"allows the","cvc",2
"of the","architectural",2
"of the","reisterstown",2
"or celeste","carey",2
"fear and","misfortune",2
"go to","sacbee",2
"it gets","hotter",2
"more air","conditioners",2
"for baked","sesame",2
"the same","watering",2
"wrote that","farah",2
"coach paul","boudreau",2
"of harassment","intimidation",2
"the san","felipe",2
"attempt to","elude",2
"home price","indices",2
"minimize the","odor",2
"for webster","groves",2
"in the","waning",2
"over the","anterior",2
"running back","lamichael",2
"the anterior","fontanelle",2
"the oldest","alewives",2
"cooking for","gracie",2
"hyatt regency","bonaventure",2
"plant voted","approving",2
"the city","contends",2
"manager ron","gardenhire",2
"me to","sculpt",2
"one of","ypo",2
"percent of","crashes",2
"and is","omniscient",2
"grown with","pesticides",2
"is omniscient","omnipotent",2
"military is","handing",2
"mrs p","bakery",2
"of the","atlantis",2
"omnipresent and","benevolent",2
"p m","apr",2
"with the","seahawks",2
"to face","visits",2
"individual novice","equitation",2
"about mr","currie",2
"examined by","wiles",2
"hero and","claudio",2
"of the","fungus",2
"that it","flunks",2
"bynum and","gasol",2
"coach lane","kiffin",2
"one eyed","jacks",2
"ride along","hess",2
"south euclid","lyndhurst",2
"stenosis or","regurgitation",2
"add to","tablespoons",2
"coach frank","vogel",2
"as he","delivers",2
"the signature","gatherers",2
"forecast to","crest",2
"exposure and","melanoma",2
"layers of","abdominals",2
"of the","arellano",2
"these middle","cinchers",2
"of the","countys",2
"play that","heacock",2
"target and","walmart",2
"knew that","desmet",2
"u s","marshal",2
"whale shark","excursions",2
"and the","johnsons",2
"that dean","closius",2
"the vacant","wbo",2
"a league","imposed",2
"av s","mpls",2
"from miles","williamson",2
"i marine","expeditionary",2
"of elvis","presley",2
"that the","icahn",2
"the soren","larsen",2
"with a","wry",2
"did dr","serafino",2
"dr serafino","advise",2
"private and","parochial",2
"r c","hoiles",2
"that the","shiners",2
"in liquid","shampoos",2
"million net","subscribers",2
"the cafe","hon",2
"but struggled","mightily",2
"in a","heated",2
"sack of","ingram",2
"at don","dae",2
"deee fense","deee",2
"don dae","gam",2
"fense deee","fense",2
"for the","borrowers",2
"of first","refusal",2
"win over","dubourg",2
"a government","mandated",2
"swimming and","diving",2
"from gonzales","kary",2
"kary kick","tj",2
"duh la","hahn",2
"kick niw","kelleghan",2
"lalancette kick","niw",2
"over the","constitutionality",2
"pass from","merriman",2
"the paddle","shifters",2
"were more","enthusiastic",2
"at spa","laterra",2
"chairs the","subcommittee",2
"of st","stanislaus",2
"u s","freestyle",2
"were all","smiles",2
"m daytona","sportbike",2
"oil packed","tuna",2
"p m","daytona",2
"p m","superbike",2
"the groups","allege",2
"edgar allan","poe",2
"of about","bubbles",2
"of st","baldrick",2
"as it","bakes",2
"cats and","ferrets",2
"m on","randalls",2
"of the","wagner",2
"the usual","ideologues",2
"you from","distributing",2
"arthur warner","kassel",2
"friends of","rookery",2
"the au","sable",2
"the uc","irvine",2
"the existing","balcony",2
"reported that","bo",2
"the oscars","telecast",2
"think the","oscars",2
"bret easton","ellis",2
"comes with","renaming",2
"lady of","czestochowa",2
"batchelder of","medina",2
"coach thad","matta",2
"horsepower four","cylinder",2
"sen rob","portman",2
"she said","emmett",2
"the competitive","bidding",2
"to their","superiors",2
"a inch","vertical",2
"at risk","freshmen",2
"dose vaginal","estrogen",2
"on great","guana",2
"sports indoor","cycling",2
"the boca","raton",2
"with a","sparq",2
"are a","biomarker",2
"because it","reduces",2
"bigger more","lavish",2
"churches or","synagogues",2
"in ciudad","juarez",2
"with a","strained",2
"iodine and","cesium",2
"president mario","draghi",2
"shares of","klepierre",2
"been to","dahlonega",2
"department of","taxation",2
"into the","annulus",2
"the king","fahd",2
"the jill","dando",2
"to the","melody",2
"samueli said","sandi",2
"state and","duquesne",2
"dressage show","dvha",2
"show dvha","showgrounds",2
"showgrounds route","sergeantsville",2
"the santa","lucia",2
"top six","forwards",2
"now that","alicia",2
"all about","owls",2
"at triad","althoff",2
"costas gus","christofi",2
"in the","dow",2
"of costas","gus",2
"wilshire ave","fullerton",2
"besserat de","bellefon",2
"fee per","hcf",2
"goaltender brian","elliott",2
"with a","hefty",2
"a former","watsonville",2
"auerbach and","carney",2
"park and","pimlico",2
"he was","reportedly",2
"she told","dispatchers",2
"handle it","graciously",2
"have not","responded",2
"the maple","leafs",2
"is the","lone",2
"of west","linn",2
"the taj","mahal",2
"deep brain","stimulation",2
"since the","revolt",2
"of the","wheelhouse",2
"and their","employers",2
"at horace","mann",2
"director of","neurology",2
"rain and","hail",2
"since mr","chen",2
"at www","khov",2
"designed to","withstand",2
"door to","chesterfield",2
"of the","bettor",2
"shaman david","keaton",2
"year at","westview",2
"for inventory","impairments",2
"m carpenter","schumaker",2
"no lawyers","luncheon",2
"of la","mancha",2
"ordered chicken","livers",2
"p m","mlbn",2
"st louis","furcal",2
"to branch","rickey",2
"we have","documented",2
"customers in","hopewell",2
"with your","knuckles",2
"at the","jarrettsville",2
"in close","encounters",2
"an officer","posing",2
"levels of","particulate",2
"of the","slain",2
"property tax","abatement",2
"there are","medications",2
"a suburban","housewife",2
"a team","fouls",2
"aptly named","inversion",2
"at credit","suisse",2
"charities that","enclose",2
"the swedesboro","woolwich",2
"trying to","outscore",2
"he had","briefly",2
"a post","tensioned",2
"all of","lambertville",2
"close to","beating",2
"in the","usf",2
"president of","malawi",2
"run for","ronald",2
"tensioned box","girder",2
"and plaza","liquors",2
"convert to","roths",2
"gov charlie","crist",2
"have seen","wouldetective",2
"lashkar e","taiba",2
"percent of","ranken",2
"creme de","violette",2
"the painkiller","oxycodone",2
"again the","jaguars",2
"for the","plaintiffs",2
"mississippi river","levee",2
"will be","modest",2
"maria perna","karina",2
"perna karina","kirnos",2
"rock ohio","caesars",2
"sobrato van","kuelen",2
"to make","replacing",2
"x relay","sobrato",2
"first team","outfielder",2
"landed on","chasse",2
"out of","whack",2
"the plated","selections",2
"fairly rapid","succession",2
"following a","lengthy",2
"salmon swimming","upstream",2
"skiing on","belay",2
"at the","pep",2
"for a","flagrant",2
"in the","diocese",2
"princess emma","waibel",2
"the no","bicycles",2
"county child","protective",2
"for the","tigres",2
"power to","seize",2
"to be","resurfaced",2
"informant solomon","dwek",2
"passenger side","airbag",2
"that obama","intends",2
"of greenhouse","gases",2
"the softball","concessions",2
"captain zach","parise",2
"devils captain","zach",2
"know it","affects",2
"mills road","bedminster",2
"under the","pseudonym",2
"the e","coli",2
"year old","kahane",2
"and natty","boh",2
"gonzalez and","cuddyer",2
"she is","missy",2
"greedy and","opportunistic",2
"walks with","strikeouts",2
"extra board","operators",2
"ravi sent","clementi",2
"students at","freeport",2
"in los","altos",2
"of rolling","blackouts",2
"the original","creditor",2
"angeles times","mcclatchy",2
"area first","undefeated",2
"im sure","theyll",2
"move in","inertia",2
"on fort","meade",2
"ravioli with","salted",2
"species of","tanagers",2
"a jerry","bruckheimer",2
"of swing","independents",2
"deines kick","bur",2
"injuries to","jahmaurae",2
"marcus and","amani",2
"pass from","corman",2
"strength and","athleticism",2
"who say","ucf",2
"year pro","bowler",2
"the elder","sheehan",2
"coach darryl","sutter",2
"diy yard","crashers",2
"the wu","tang",2
"did not","elaborate",2
"gil scott","heron",2
"going to","dedicate",2
"r j","vanecko",2
"rep john","boccieri",2
"the myanmar","kyat",2
"in the","retrial",2
"jean d","alos",2
"the san","mateo",2
"at rex","putnam",2
"at www","freep",2
"director patrick","foye",2
"schaffer says","stanford",2
"was an","anomaly",2
"city and","cdp",2
"dave and","kath",2
"director leonard","slatkin",2
"music director","leonard",2
"seen an","uptick",2
"an act","injurious",2
"state quarterback","kirk",2
"with the","fallout",2
"coach gregg","popovich",2
"on the","marquee",2
"an unintentional","elbow",2
"battled and","battled",2
"he has","pledged",2
"like a","falafel",2
"kick l","arguello",2
"kick l","greer",2
"and a","prostitute",2
"do have","stingers",2
"ncaa violation","talbott",2
"your medial","orbitofrontal",2
"a minimum","gpa",2
"and her","fiance",2
"of an","infectious",2
"paid in","unused",2
"broad spectrum","spf",2
"garlic herb","bundle",2
"of sexually","assaulting",2
"stories of","corporal",2
"that there","rooster",2
"that made","brandt",2
"travis lee","heriaud",2
"cost of","insuring",2
"railroad bridge","downstream",2
"university of","louisville",2
"which were","substantiated",2
"coach nick","saban",2
"is sambal","oelek",2
"the union","disagreed",2
"ventnor and","margate",2
"mc kinney","moeller",2
"the desert","fern",2
"as a","conduit",2
"the company","emerges",2
"in the","elwell",2
"this is","fassbender",2
"high school","instrumental",2
"in the","pioneer",2
"month per","subscriber",2
"tarell alvin","mccraney",2
"tax on","snuff",2
"are not","honoring",2
"run the","oc",2
"a major","leaguer",2
"hander brian","matusz",2
"officials have","signaled",2
"the goose","savory",2
"he had","bogeyed",2
"in the","nonpartisan",2
"baalke kick","gcen",2
"love colt","mccoy",2
"a visual","impairment",2
"leader joseph","cryan",2
"reports of","tornadoes",2
"connection with","bounty",2
"to a","dwelling",2
"s near","beaverton",2
"to the","transom",2
"about the","swifts",2
"coordinator mark","helfrich",2
"from the","wharton",2
"he who","angers",2
"that which","governs",2
"water and","sanitation",2
"with o","neill",2
"and cristin","milioti",2
"for charlotte","dobbins",2
"iowa city","ia",2
"kazee and","cristin",2
"quoting frank","deford",2
"actually a","sociopath",2
"city of","brentwood",2
"kim g","agrees",2
"those who","violate",2
"maricopa county","jails",2
"the drug","kruse",2
"to master","sinfonia",2
"st francis","xavier",2
"valverde and","benoit",2
"making model","airplanes",2
"sites in","fredon",2
"broadview heights","spotlights",2
"faucets and","showerheads",2
"of god","siva",2
"phi zeta","kappa",2
"call destination","lodging",2
"in north","royalton",2
"in the","awarding",2
"laha ferreira","lopez",2
"mall drive","cottleville",2
"on a","wooded",2
"a bit","chilly",2
"if the","supercommittee",2
"like farmer","hass",2
"of the","huffington",2
"the new","arcadia",2
"according to","orf",2
"and other","advocates",2
"percent of","jumpers",2
"signed with","grizzlies",2
"the new","spans",2
"and ginny","steininger",2
"appearance of","impropriety",2
"baker maria","kaiser",2
"maria kaiser","georgianna",2
"me and","bert",2
"roberts and","ginny",2
"the hanna","perkins",2
"gail l","abrams",2
"hit a","yarder",2
"show in","montclair",2
"souto de","moura",2
"steven l","leturno",2
"ashley dorrance","baiker",2
"of ma","rainey",2
"figaro figaro","figaro",2
"of jim","thorpe",2
"questions to","ponder",2
"the boards","authorization",2
"by lawrence","kasdan",2
"might have","misunderstood",2
"are being","outplayed",2
"there are","audiences",2
"and the","trojan",2
"and mathias","kiwanuka",2
"if the","chimney",2
"of the","levy",2
"along the","shoreline",2
"cameras and","microphones",2
"georgia o","keeffe",2
"of confidential","informants",2
"the les","schwab",2
"those whose","avatars",2
"nancy dunsavage","fiedler",2
"rapper tupac","shakur",2
"i believe","steinbach",2
"is a","perversion",2
"the ball","sailed",2
"the fred","meyer",2
"workers at","faa",2
"courtney upshaw","olb",2
"where bullet","casings",2
"leader bob","huff",2
"sing for","scholarships",2
"to the","rga",2
"department of","rehabilitation",2
"the highest","bidders",2
"to with","kos",2
"day of","reckoning",2
"effect of","acupuncture",2
"ephedrine and","pseudoephedrine",2
"induced hot","flashes",2
"board of","curators",2
"number of","uninsured",2
"he was","despised",2
"in the","donut",2
"side impact","airbags",2
"wu and","qu",2
"his talk","oren",2
"is legally","incompetent",2
"series on","brady",2
"are a","skinny",2
"tags with","commas",2
"most densely","populated",2
"the l","ambiance",2
"the most","densely",2
"airborne th","infantry",2
